,natureza_acidente,bairro,tipo,condicao_via,dia_da_semana,mes,ano,hora_bruta
7302,0,25,13,1,5,9,2018,18
7303,1,64,13,1,5,9,2018,19
7304,1,86,6,1,5,9,2018,19
7305,1,34,9,1,5,9,2018,20
7306,1,42,9,1,5,9,2018,20
7307,1,12,9,1,5,9,2018,20
7308,1,88,9,1,5,9,2018,22
7309,1,7,9,1,5,9,2018,22
7310,1,73,9,1,5,9,2018,23
7311,1,39,9,1,6,9,2018,0
7312,0,12,6,1,6,9,2018,3
7313,1,14,9,1,6,9,2018,7
7314,1,31,9,1,6,9,2018,8
7315,1,78,9,1,6,9,2018,10
7316,1,39,9,1,6,9,2018,10
7317,1,28,9,1,6,9,2018,11
7318,1,23,13,1,6,9,2018,11
7319,1,8,9,1,6,9,2018,11
7320,1,65,15,1,6,9,2018,11
7321,1,83,9,1,6,9,2018,12
7322,1,44,9,1,6,9,2018,14
7323,1,85,9,1,6,9,2018,14
7324,1,81,9,1,6,9,2018,18
7325,1,23,9,1,6,9,2018,18
7326,1,58,9,1,6,9,2018,19
7327,1,14,9,1,0,9,2018,3
7328,1,11,9,1,0,9,2018,4
7329,0,78,9,1,0,9,2018,5
7330,1,12,9,1,0,9,2018,7
7331,1,12,9,1,0,9,2018,7
7332,1,12,9,1,0,9,2018,7
7333,1,58,9,1,0,9,2018,8
7334,1,37,9,1,0,9,2018,8
7335,1,12,9,1,0,9,2018,8
7336,1,1,9,1,0,9,2018,8
7337,1,75,9,1,0,9,2018,9
7338,1,78,9,1,0,9,2018,9
7339,1,8,9,1,0,9,2018,9
7340,1,7,9,1,0,9,2018,10
7341,1,23,9,1,0,9,2018,10
7342,1,45,9,1,0,9,2018,11
7343,1,42,9,1,0,9,2018,11
7344,1,92,9,1,0,9,2018,11
7345,1,52,9,1,0,9,2018,11
7346,1,51,9,1,0,9,2018,12
7347,0,78,9,1,0,9,2018,12
7348,1,9,9,1,0,9,2018,14
7349,1,49,9,1,0,9,2018,14
7350,0,79,9,1,0,9,2018,14
7351,1,1,9,1,0,9,2018,14
7352,0,87,9,1,0,9,2018,15
7353,1,51,9,1,0,9,2018,15
7354,1,49,9,1,0,9,2018,17
7355,1,12,9,1,0,9,2018,18
7356,1,66,9,1,0,9,2018,19
7357,1,49,9,1,0,9,2018,21
7358,1,1,9,1,1,9,2018,1
7359,0,88,10,1,1,9,2018,6
7360,1,81,9,1,1,9,2018,6
7361,1,66,9,1,1,9,2018,7
7362,1,58,9,1,1,9,2018,7
7363,1,53,9,1,1,9,2018,7
7364,0,49,9,1,1,9,2018,8
7365,0,49,9,1,1,9,2018,8
7366,0,0,9,1,1,9,2018,8
7367,1,37,9,1,1,9,2018,9
7368,1,15,9,1,1,9,2018,10
7369,1,9,9,1,1,9,2018,10
7370,1,49,9,1,1,9,2018,10
7371,1,34,9,1,1,9,2018,12
7372,1,13,9,1,1,9,2018,12
7373,1,24,9,1,1,9,2018,13
7374,1,87,9,1,1,9,2018,13
7375,0,76,10,1,1,9,2018,13
7376,1,64,9,1,1,9,2018,14
7377,1,8,9,1,1,9,2018,14
7378,1,81,9,1,1,9,2018,15
7379,1,12,9,1,1,9,2018,15
7380,0,90,9,1,1,9,2018,15
7381,1,12,9,1,1,9,2018,16
7382,1,79,9,1,1,9,2018,17
7383,1,58,9,1,1,9,2018,17
7384,1,80,9,1,1,9,2018,18
7385,1,10,9,1,1,9,2018,19
7386,1,1,9,1,1,9,2018,19
7387,0,55,9,1,1,9,2018,19
7388,0,50,9,1,1,9,2018,19
7389,1,67,9,1,1,9,2018,20
7390,1,63,9,1,1,9,2018,20
7391,1,78,9,1,2,9,2018,7
7392,1,49,10,1,2,9,2018,8
7393,1,46,9,1,2,9,2018,8
7394,1,9,9,1,2,9,2018,8
7395,1,85,9,1,2,9,2018,8
7396,1,31,9,1,2,9,2018,8
7397,1,85,9,1,2,9,2018,9
7398,1,31,9,1,2,9,2018,9
7399,1,39,9,1,2,9,2018,9
7400,1,13,9,1,2,9,2018,9
7401,1,12,9,1,2,9,2018,10
7402,1,15,9,1,2,9,2018,10
7403,1,46,9,1,2,9,2018,10
7404,1,69,9,1,2,9,2018,10
7405,1,49,9,1,2,9,2018,10
7406,1,13,9,1,2,9,2018,10
7407,1,83,9,1,2,9,2018,11
7408,1,40,9,1,2,9,2018,11
7409,1,7,9,1,2,9,2018,11
7410,1,59,9,1,2,9,2018,12
7411,1,78,9,1,2,9,2018,12
7412,1,85,9,1,2,9,2018,12
7413,1,51,10,1,2,9,2018,12
7414,1,50,9,1,2,9,2018,13
7415,1,42,9,1,2,9,2018,13
7416,1,12,9,1,2,9,2018,13
7417,1,78,9,1,2,9,2018,13
7418,1,85,9,1,2,9,2018,13
7419,1,22,9,1,2,9,2018,13
7420,1,24,9,1,2,9,2018,13
7421,1,31,9,1,2,9,2018,14
7422,0,87,9,1,2,9,2018,15
7423,1,1,9,1,2,9,2018,15
7424,0,58,9,1,2,9,2018,15
7425,0,66,3,1,2,9,2018,16
7426,1,80,9,1,2,9,2018,16
7427,1,78,13,1,2,9,2018,16
7428,1,12,9,1,2,9,2018,17
7429,1,78,9,1,2,9,2018,17
7430,1,12,9,1,2,9,2018,18
7431,1,42,9,1,2,9,2018,19
7432,0,25,10,1,2,9,2018,19
7433,1,55,9,1,2,9,2018,19
7434,1,12,13,1,2,9,2018,20
7435,1,31,9,1,2,9,2018,21
7436,1,12,9,1,3,9,2018,2
7437,0,23,9,1,3,9,2018,7
7438,1,58,9,1,3,9,2018,7
7439,1,12,9,1,3,9,2018,7
7440,1,34,9,1,3,9,2018,8
7441,0,24,10,1,3,9,2018,8
7442,1,7,9,1,3,9,2018,8
7443,1,39,9,1,3,9,2018,9
7444,0,15,9,1,3,9,2018,9
7445,0,58,9,1,3,9,2018,9
7446,1,40,9,1,3,9,2018,9
7447,1,58,9,1,3,9,2018,9
7448,1,7,9,1,3,9,2018,9
7449,1,12,9,1,3,9,2018,9
7450,1,49,9,1,3,9,2018,10
7451,1,31,9,1,3,9,2018,10
7452,1,25,9,1,3,9,2018,10
7453,1,31,9,1,3,9,2018,10
7454,1,74,9,1,3,9,2018,11
7455,1,53,9,1,3,9,2018,12
7456,0,8,9,1,3,9,2018,12
7457,1,47,9,1,3,9,2018,12
7458,1,58,9,1,3,9,2018,13
7459,1,8,9,1,3,9,2018,13
7460,1,34,9,1,3,9,2018,13
7461,1,83,9,1,3,9,2018,14
7462,1,49,9,1,3,9,2018,14
7463,1,49,9,1,3,9,2018,14
7464,1,85,9,1,3,9,2018,14
7465,1,60,9,1,3,9,2018,15
7466,1,89,9,1,3,9,2018,15
7467,1,12,9,1,3,9,2018,16
7468,1,47,9,1,3,9,2018,16
7469,1,81,9,1,3,9,2018,16
7470,1,92,9,1,3,9,2018,16
7471,1,45,9,1,3,9,2018,16
7472,1,81,9,1,3,9,2018,17
7473,1,15,9,1,3,9,2018,17
7474,0,38,9,1,3,9,2018,17
7475,1,7,9,1,3,9,2018,17
7476,1,58,9,1,3,9,2018,18
7477,1,75,9,1,3,9,2018,18
7478,1,11,9,1,3,9,2018,18
7479,0,75,9,1,3,9,2018,19
7480,1,92,9,1,3,9,2018,19
7481,1,42,9,1,3,9,2018,19
7482,1,90,9,1,3,9,2018,19
7483,1,12,9,1,3,9,2018,19
7484,1,83,9,1,3,9,2018,20
7485,1,67,9,1,3,9,2018,20
7486,1,35,9,1,3,9,2018,20
7487,0,1,3,1,3,9,2018,21
7488,1,12,9,1,3,9,2018,21
7489,1,58,9,1,3,9,2018,21
7490,0,90,3,1,3,9,2018,22
7491,1,3,9,1,3,9,2018,23
7492,1,78,9,1,4,9,2018,6
7493,1,69,9,1,4,9,2018,6
7494,0,47,9,1,4,9,2018,7
7495,1,12,9,1,4,9,2018,7
7496,1,22,9,1,4,9,2018,11
7497,0,64,9,1,4,9,2018,13
7498,1,90,9,1,4,9,2018,13
7499,1,27,9,1,4,9,2018,15
7500,1,13,9,1,4,9,2018,15
7501,1,89,10,1,4,9,2018,15
7502,1,45,9,1,4,9,2018,18
7503,1,60,9,1,4,9,2018,19
7504,0,81,9,1,4,9,2018,22
7505,0,49,9,1,4,9,2018,22
7506,0,10,9,1,5,9,2018,2
7507,1,12,9,1,5,9,2018,4
7508,1,7,9,1,5,9,2018,7
7509,1,1,9,1,5,9,2018,8
7510,0,12,9,1,5,9,2018,9
7511,1,23,9,1,5,9,2018,9
7512,0,49,2,1,5,9,2018,11
7513,0,49,9,1,5,9,2018,12
7514,1,35,9,1,5,9,2018,12
7515,1,51,9,1,5,9,2018,12
7516,0,50,3,1,5,9,2018,12
7517,1,78,9,1,5,9,2018,12
7518,1,1,9,1,5,9,2018,13
7519,1,85,9,1,5,9,2018,15
7520,1,50,9,1,5,9,2018,15
7521,1,85,9,1,5,9,2018,15
7522,1,34,9,1,5,9,2018,16
7523,1,39,9,1,5,9,2018,18
7524,0,31,9,1,5,9,2018,18
7525,1,21,9,1,5,9,2018,22
7526,1,0,9,1,6,9,2018,0
7527,1,48,9,1,6,9,2018,0
7528,1,55,9,1,6,9,2018,0
7529,1,34,6,1,6,9,2018,0
7530,1,55,6,1,6,9,2018,2
7531,1,75,6,1,6,9,2018,3
7532,1,12,9,1,6,9,2018,5
7533,1,1,9,1,6,9,2018,9
7534,0,23,9,1,6,9,2018,9
7535,1,53,9,1,6,9,2018,12
7536,0,30,6,1,6,9,2018,13
7537,1,74,9,1,6,9,2018,13
7538,1,75,9,1,6,9,2018,13
7539,1,45,9,1,6,9,2018,13
7540,1,13,9,1,6,9,2018,16
7541,0,1,9,1,6,9,2018,19
7542,0,34,9,1,6,9,2018,23
7543,1,89,9,1,6,9,2018,23
7544,0,50,9,1,0,9,2018,1
7545,1,49,9,1,0,9,2018,1
7546,1,9,9,1,0,9,2018,2
7547,0,10,9,1,0,9,2018,6
7548,0,51,9,1,0,9,2018,7
7549,0,49,9,1,0,9,2018,7
7550,1,12,9,1,0,9,2018,7
7551,1,25,9,1,0,9,2018,8
7552,1,13,9,1,0,9,2018,8
7553,0,12,9,1,0,9,2018,8
7554,0,55,9,1,0,9,2018,8
7555,1,31,9,1,0,9,2018,8
7556,1,31,9,1,0,9,2018,8
7557,1,84,9,1,0,9,2018,8
7558,1,13,9,1,0,9,2018,9
7559,1,1,9,1,0,9,2018,9
7560,1,81,9,1,0,9,2018,9
7561,1,58,9,1,0,9,2018,10
7562,0,25,2,1,0,9,2018,10
7563,0,8,10,1,0,9,2018,11
7564,1,57,9,1,0,9,2018,11
7565,1,90,13,1,0,9,2018,12
7566,0,69,9,1,0,9,2018,12
7567,0,10,9,1,0,9,2018,13
7568,1,49,9,1,0,9,2018,13
7569,1,12,9,1,0,9,2018,13
7570,1,55,9,1,0,9,2018,13
7571,1,49,9,1,0,9,2018,13
7572,1,11,9,1,0,9,2018,14
7573,1,69,9,1,0,9,2018,14
7574,1,7,9,1,0,9,2018,14
7575,1,1,9,1,0,9,2018,15
7576,1,29,9,1,0,9,2018,15
7577,1,23,9,1,0,9,2018,15
7578,1,15,9,1,0,9,2018,16
7579,1,50,9,1,0,9,2018,16
7580,1,8,9,1,0,9,2018,16
7581,1,90,9,1,0,9,2018,16
7582,1,13,9,1,0,9,2018,17
7583,1,13,9,1,0,9,2018,17
7584,1,1,9,1,0,9,2018,17
7585,0,83,9,1,0,9,2018,17
7586,1,78,9,1,0,9,2018,18
7587,1,42,9,1,0,9,2018,18
7588,1,42,9,1,0,9,2018,19
7589,1,45,9,1,0,9,2018,19
7590,1,74,6,1,0,9,2018,21
7591,1,23,9,1,1,9,2018,7
7592,1,48,9,1,1,9,2018,8
7593,1,38,9,1,1,9,2018,8
7594,1,81,9,1,1,9,2018,8
7595,1,53,9,1,1,9,2018,9
7596,1,34,9,1,1,9,2018,9
7597,1,40,9,1,1,9,2018,9
7598,1,23,9,1,1,9,2018,10
7599,1,42,9,1,1,9,2018,10
7600,1,1,9,1,1,9,2018,10
7601,1,12,9,1,1,9,2018,11
7602,1,60,9,1,1,9,2018,11
7603,1,12,9,1,1,9,2018,11
7604,1,79,9,1,1,9,2018,12
7605,1,45,9,1,1,9,2018,13
7606,1,50,9,1,1,9,2018,13
7607,0,39,9,1,1,9,2018,14
7608,0,15,3,1,1,9,2018,14
7609,1,13,9,1,1,9,2018,14
7610,1,40,9,1,1,9,2018,15
7611,1,13,9,1,1,9,2018,16
7612,1,12,9,1,1,9,2018,16
7613,1,67,9,1,1,9,2018,18
7614,1,13,9,1,1,9,2018,19
7615,1,39,9,1,1,9,2018,21
7616,1,25,9,1,1,9,2018,22
7617,0,47,9,1,1,9,2018,22
7618,1,12,9,1,2,9,2018,7
7619,1,22,9,1,2,9,2018,7
7620,0,11,9,1,2,9,2018,7
7621,1,15,9,1,2,9,2018,7
7622,0,90,9,1,2,9,2018,7
7623,1,34,9,1,2,9,2018,9
7624,1,14,9,1,2,9,2018,9
7625,0,13,9,1,2,9,2018,9
7626,1,69,9,1,2,9,2018,9
7627,1,8,9,1,2,9,2018,9
7628,1,37,9,1,2,9,2018,9
7629,0,49,9,1,2,9,2018,10
7630,1,12,9,1,2,9,2018,10
7631,1,6,9,1,2,9,2018,11
7632,1,71,6,1,2,9,2018,11
7633,1,81,9,1,2,9,2018,12
7634,1,34,13,1,2,9,2018,12
7635,0,49,10,1,2,9,2018,12
7636,1,12,9,1,2,9,2018,12
7637,1,58,9,1,2,9,2018,12
7638,1,58,9,1,2,9,2018,12
7639,1,87,9,1,2,9,2018,13
7640,1,39,9,1,2,9,2018,14
7641,1,78,9,1,2,9,2018,14
7642,1,85,10,1,2,9,2018,14
7643,1,3,9,1,2,9,2018,14
7644,1,25,9,1,2,9,2018,15
7645,1,28,9,1,2,9,2018,16
7646,0,27,9,1,2,9,2018,16
7647,1,7,9,1,2,9,2018,17
7648,1,23,9,1,2,9,2018,18
7649,1,42,9,1,2,9,2018,18
7650,1,34,9,1,2,9,2018,18
7651,1,12,9,1,2,9,2018,18
7652,1,50,13,1,2,9,2018,19
7653,1,69,9,1,2,9,2018,19
7654,1,84,9,1,2,9,2018,20
7655,1,50,13,1,2,9,2018,20
7656,0,45,9,1,2,9,2018,22
7657,1,19,6,1,2,9,2018,22
7658,1,1,9,1,3,9,2018,6
7659,1,12,9,1,3,9,2018,8
7660,1,12,6,1,3,9,2018,8
7661,0,89,3,1,3,9,2018,8
7662,0,23,10,1,3,9,2018,8
7663,0,50,9,1,3,9,2018,8
7664,1,39,9,1,3,9,2018,8
7665,1,39,9,1,3,9,2018,8
7666,1,23,9,1,3,9,2018,9
7667,1,49,9,1,3,9,2018,9
7668,1,50,9,1,3,9,2018,9
7669,1,12,9,1,3,9,2018,10
7670,1,78,9,1,3,9,2018,11
7671,1,22,9,1,3,9,2018,11
7672,1,12,9,1,3,9,2018,11
7673,1,10,9,1,3,9,2018,13
7674,1,25,9,1,3,9,2018,13
7675,1,75,9,1,3,9,2018,13
7676,0,47,9,1,3,9,2018,13
7677,1,12,9,1,3,9,2018,13
7678,1,63,9,1,3,9,2018,14
7679,1,12,9,1,3,9,2018,14
7680,1,40,9,1,3,9,2018,15
7681,1,12,9,1,3,9,2018,15
7682,1,50,9,1,3,9,2018,15
7683,1,67,9,1,3,9,2018,16
7684,0,78,9,1,3,9,2018,16
7685,1,85,9,1,3,9,2018,16
7686,1,90,9,1,3,9,2018,17
7687,1,9,13,1,3,9,2018,17
7688,1,78,9,1,3,9,2018,17
7689,1,49,9,1,3,9,2018,17
7690,0,48,10,1,3,9,2018,18
7691,1,51,9,1,3,9,2018,18
7692,1,19,9,1,3,9,2018,18
7693,1,40,9,1,3,9,2018,18
7694,0,40,9,1,3,9,2018,18
7695,1,1,9,1,3,9,2018,18
7696,1,49,9,1,3,9,2018,18
7697,1,24,9,1,3,9,2018,19
7698,1,49,9,1,3,9,2018,19
7699,1,12,9,1,3,9,2018,19
7700,0,9,9,1,3,9,2018,22
7701,0,40,13,1,3,9,2018,23
7702,0,7,9,1,4,9,2018,7
7703,1,12,9,1,4,9,2018,8
7704,1,1,9,1,4,9,2018,8
7705,1,51,9,1,4,9,2018,8
7706,0,50,9,1,4,9,2018,8
7707,1,58,9,1,4,9,2018,8
7708,1,84,9,1,4,9,2018,9
7709,1,27,9,1,4,9,2018,9
7710,1,92,9,1,4,9,2018,9
7711,1,12,9,1,4,9,2018,9
7712,1,12,9,1,4,9,2018,9
7713,1,11,9,1,4,9,2018,9
7714,1,34,9,1,4,9,2018,9
7715,1,12,9,1,4,9,2018,9
7716,1,25,9,1,4,9,2018,10
7717,1,81,9,1,4,9,2018,10
7718,1,23,9,1,4,9,2018,10
7719,1,9,9,1,4,9,2018,11
7720,1,12,9,1,4,9,2018,11
7721,0,12,9,1,4,9,2018,11
7722,0,8,9,1,4,9,2018,11
7723,1,39,9,1,4,9,2018,11
7724,1,13,9,1,4,9,2018,11
7725,1,39,9,1,4,9,2018,12
7726,1,71,9,1,4,9,2018,12
7727,1,23,9,1,4,9,2018,12
7728,2,59,9,1,4,9,2018,12
7729,1,73,9,1,4,9,2018,12
7730,1,13,9,1,4,9,2018,13
7731,1,92,9,1,4,9,2018,13
7732,0,1,9,1,4,9,2018,14
7733,1,90,9,1,4,9,2018,15
7734,0,24,9,1,4,9,2018,16
7735,1,49,9,1,4,9,2018,16
7736,1,89,9,1,4,9,2018,16
7737,1,7,13,1,4,9,2018,16
7738,1,30,9,1,4,9,2018,17
7739,1,58,9,1,4,9,2018,17
7740,1,13,9,1,4,9,2018,17
7741,1,85,9,1,4,9,2018,17
7742,0,49,10,1,4,9,2018,18
7743,0,50,9,1,4,9,2018,18
7744,1,49,9,1,4,9,2018,18
7745,1,49,9,1,4,9,2018,19
7746,1,81,9,1,4,9,2018,19
7747,1,81,9,1,4,9,2018,21
7748,1,53,9,1,4,9,2018,21
7749,0,14,9,1,4,9,2018,22
7750,1,12,9,1,4,9,2018,22
7751,1,40,9,1,5,9,2018,1
7752,1,79,5,1,5,9,2018,8
7753,1,58,9,1,5,9,2018,9
7754,1,31,9,1,5,9,2018,9
7755,1,49,9,1,5,9,2018,9
7756,1,64,9,1,5,9,2018,9
7757,0,83,9,1,5,9,2018,10
7758,0,37,9,1,5,9,2018,10
7759,0,12,9,1,5,9,2018,10
7760,1,83,9,1,5,9,2018,10
7761,1,58,9,1,5,9,2018,11
7762,1,1,9,1,5,9,2018,12
7763,1,42,9,1,5,9,2018,12
7764,1,34,9,1,5,9,2018,12
7765,1,89,9,1,5,9,2018,12
7766,1,38,9,1,5,9,2018,12
7767,1,11,9,1,5,9,2018,13
7768,1,45,9,1,5,9,2018,13
7769,1,25,9,1,5,9,2018,14
7770,1,42,9,1,5,9,2018,14
7771,1,64,9,1,5,9,2018,14
7772,0,1,3,1,5,9,2018,14
7773,1,16,9,1,5,9,2018,15
7774,1,78,9,1,5,9,2018,15
7775,1,81,9,1,5,9,2018,15
7776,0,51,9,1,5,9,2018,17
7777,1,49,9,1,5,9,2018,17
7778,1,84,9,1,5,9,2018,17
7779,1,65,9,1,5,9,2018,18
7780,1,78,9,1,5,9,2018,18
7781,0,1,10,1,5,9,2018,20
7782,1,12,9,1,5,9,2018,20
7783,1,38,9,1,5,9,2018,21
7784,1,78,9,1,5,9,2018,21
7785,1,35,9,1,5,9,2018,21
7786,1,25,9,1,6,9,2018,0
7787,0,8,9,1,6,9,2018,0
7788,1,64,6,1,6,9,2018,2
7789,1,50,9,1,6,9,2018,6
7790,0,45,9,1,6,9,2018,9
7791,1,12,9,1,6,9,2018,10
7792,1,47,9,1,6,9,2018,13
7793,1,81,9,1,6,9,2018,13
7794,1,12,9,1,6,9,2018,13
7795,0,1,9,1,6,9,2018,15
7796,0,34,9,1,6,9,2018,15
7797,1,12,9,1,6,9,2018,15
7798,1,0,9,1,6,9,2018,16
7799,0,40,9,1,6,9,2018,16
7800,1,14,9,1,6,9,2018,18
7801,0,13,2,1,6,9,2018,19
7802,1,13,9,1,6,9,2018,19
7803,1,34,9,1,6,9,2018,21
7804,0,27,3,1,6,9,2018,23
7805,1,69,9,1,0,9,2018,7
7806,1,25,9,1,0,9,2018,7
7807,0,43,9,1,0,9,2018,8
7808,1,12,9,1,0,9,2018,8
7809,1,12,9,1,0,9,2018,8
7810,1,78,9,1,0,9,2018,8
7811,1,25,9,1,0,9,2018,8
7812,1,23,9,1,0,9,2018,8
7813,1,64,9,1,0,9,2018,9
7814,1,12,9,1,0,9,2018,9
7815,1,51,5,1,0,9,2018,9
7816,1,1,9,1,0,9,2018,9
7817,1,7,13,1,0,9,2018,9
7818,1,40,9,1,0,9,2018,10
7819,1,23,9,1,0,9,2018,11
7820,1,12,9,1,0,9,2018,11
7821,1,41,9,1,0,9,2018,12
7822,1,42,9,1,0,9,2018,12
7823,1,24,9,1,0,9,2018,12
7824,1,37,9,1,0,9,2018,13
7825,0,10,9,1,0,9,2018,13
7826,1,23,9,1,0,9,2018,13
7827,1,69,9,1,0,9,2018,14
7828,1,35,9,1,0,9,2018,14
7829,1,22,9,1,0,9,2018,14
7830,1,23,9,1,0,9,2018,14
7831,1,1,9,1,0,9,2018,14
7832,1,92,9,1,0,9,2018,15
7833,1,31,9,1,0,9,2018,15
7834,1,12,9,1,0,9,2018,16
7835,1,9,9,1,0,9,2018,16
7836,1,66,9,1,0,9,2018,16
7837,1,42,9,1,0,9,2018,17
7838,1,12,9,1,0,9,2018,18
7839,1,12,9,1,0,9,2018,18
7840,1,63,9,1,0,9,2018,18
7841,1,12,9,1,0,9,2018,20
7842,1,13,9,1,1,9,2018,5
7843,1,69,9,1,1,9,2018,7
7844,1,51,9,1,1,9,2018,7
7845,1,78,9,1,1,9,2018,8
7846,1,10,9,1,1,9,2018,8
7847,1,22,9,1,1,9,2018,8
7848,1,34,9,1,1,9,2018,9
7849,1,58,9,1,1,9,2018,9
7850,1,58,9,1,1,9,2018,10
7851,1,67,9,1,1,9,2018,11
7852,0,78,9,1,1,9,2018,11
7853,0,1,9,1,1,9,2018,12
7854,1,13,9,1,1,9,2018,12
7855,1,12,9,1,1,9,2018,13
7856,1,49,9,1,1,9,2018,13
7857,1,13,9,1,1,9,2018,14
7858,1,8,9,1,1,9,2018,14
7859,1,49,9,1,1,9,2018,14
7860,1,12,9,1,1,9,2018,14
7861,1,90,9,1,1,9,2018,14
7862,1,58,9,1,1,9,2018,15
7863,1,12,9,1,1,9,2018,17
7864,1,12,9,1,1,9,2018,17
7865,0,15,9,1,1,9,2018,17
7866,1,81,9,1,1,9,2018,18
7867,1,75,9,1,1,9,2018,18
7868,1,42,9,1,1,9,2018,18
7869,1,64,9,1,1,9,2018,18
7870,1,49,9,1,1,9,2018,18
7871,1,1,9,1,1,9,2018,19
7872,1,58,9,1,1,9,2018,20
7873,0,50,9,1,1,9,2018,21
7874,0,12,9,1,2,9,2018,7
7875,1,53,9,1,2,9,2018,7
7876,1,58,9,1,2,9,2018,7
7877,1,48,9,1,2,9,2018,7
7878,0,8,2,1,2,9,2018,7
7879,1,24,9,1,2,9,2018,7
7880,1,38,9,1,2,9,2018,7
7881,1,25,9,1,2,9,2018,8
7882,1,13,9,1,2,9,2018,8
7883,0,83,9,1,2,9,2018,8
7884,0,23,10,1,2,9,2018,9
7885,1,84,9,1,2,9,2018,10
7886,1,9,9,1,2,9,2018,11
7887,1,78,9,1,2,9,2018,12
7888,0,69,9,1,2,9,2018,12
7889,1,37,9,1,2,9,2018,13
7890,1,69,9,1,2,9,2018,13
7891,0,57,9,1,2,9,2018,14
7892,1,27,9,1,2,9,2018,14
7893,1,40,9,1,2,9,2018,14
7894,1,78,9,1,2,9,2018,14
7895,1,57,9,1,2,9,2018,15
7896,1,34,9,1,2,9,2018,15
7897,1,73,9,1,2,9,2018,15
7898,2,90,9,1,2,9,2018,16
7899,1,49,9,1,2,9,2018,16
7900,1,7,9,1,2,9,2018,16
7901,1,49,9,1,2,9,2018,16
7902,1,34,9,1,2,9,2018,16
7903,0,78,3,1,2,9,2018,17
7904,0,42,9,1,2,9,2018,17
7905,1,5,9,1,2,9,2018,17
7906,1,58,9,1,2,9,2018,18
7907,1,58,9,1,2,9,2018,18
7908,1,12,9,1,2,9,2018,18
7909,1,7,13,1,2,9,2018,18
7910,1,13,9,1,2,9,2018,19
7911,1,49,9,1,2,9,2018,19
7912,1,54,9,1,2,9,2018,20
7913,1,5,9,1,2,9,2018,21
7914,1,12,9,1,2,9,2018,21
7915,1,64,9,1,3,9,2018,5
7916,1,85,9,1,3,9,2018,7
7917,1,42,9,1,3,9,2018,7
7918,1,60,9,1,3,9,2018,7
7919,1,1,9,1,3,9,2018,8
7920,0,64,10,1,3,9,2018,9
7921,1,24,9,1,3,9,2018,9
7922,1,58,9,1,3,9,2018,9
7923,1,12,9,1,3,9,2018,10
7924,1,34,9,1,3,9,2018,10
7925,1,69,9,1,3,9,2018,10
7926,0,40,9,1,3,9,2018,11
7927,0,25,9,1,3,9,2018,12
7928,1,90,9,1,3,9,2018,12
7929,0,55,9,1,3,9,2018,12
7930,1,57,9,1,3,9,2018,13
7931,0,81,6,1,3,9,2018,13
7932,1,13,3,1,3,9,2018,13
7933,1,12,9,1,3,9,2018,14
7934,1,49,9,1,3,9,2018,14
7935,1,10,9,1,3,9,2018,14
7936,1,81,9,1,3,9,2018,15
7937,1,19,9,1,3,9,2018,15
7938,1,39,9,1,3,9,2018,15
7939,1,0,9,1,3,9,2018,15
7940,1,1,9,1,3,9,2018,16
7941,1,57,9,1,3,9,2018,16
7942,1,34,9,1,3,9,2018,16
7943,1,49,9,1,3,9,2018,16
7944,1,31,9,1,3,9,2018,16
7945,1,58,9,1,3,9,2018,17
7946,0,24,9,1,3,9,2018,17
7947,1,12,9,1,3,9,2018,17
7948,1,81,9,1,3,9,2018,18
7949,1,81,9,1,3,9,2018,19
7950,1,31,9,1,3,9,2018,20
7951,0,75,9,1,3,9,2018,20
7952,1,23,9,1,3,9,2018,20
7953,1,45,9,1,3,9,2018,21
7954,1,41,9,1,3,9,2018,21
7955,0,1,9,1,3,9,2018,23
7956,1,58,9,1,4,9,2018,6
7957,1,58,9,1,4,9,2018,6
7958,0,75,9,1,4,9,2018,7
7959,1,10,9,1,4,9,2018,7
7960,1,58,9,1,4,9,2018,8
7961,1,34,9,1,4,9,2018,8
7962,1,81,9,1,4,9,2018,9
7963,1,78,9,1,4,9,2018,9
7964,1,55,9,1,4,9,2018,9
7965,1,78,9,1,4,9,2018,9
7966,1,25,9,1,4,9,2018,9
7967,1,3,9,1,4,9,2018,9
7968,1,39,9,1,4,9,2018,10
7969,1,31,9,1,4,9,2018,10
7970,1,67,9,1,4,9,2018,11
7971,1,1,9,1,4,9,2018,11
7972,1,39,9,1,4,9,2018,11
7973,1,46,9,1,4,9,2018,11
7974,1,34,9,1,4,9,2018,12
7975,0,60,9,1,4,9,2018,12
7976,1,40,9,1,4,9,2018,12
7977,1,69,13,1,4,9,2018,12
7978,1,39,9,1,4,9,2018,12
7979,0,90,9,1,4,9,2018,12
7980,1,13,9,1,4,9,2018,13
7981,1,40,9,1,4,9,2018,13
7982,1,75,9,1,4,9,2018,13
7983,1,39,9,1,4,9,2018,13
7984,0,45,3,1,4,9,2018,14
7985,1,49,9,1,4,9,2018,14
7986,1,58,9,1,4,9,2018,14
7987,1,12,9,1,4,9,2018,14
7988,1,81,9,1,4,9,2018,14
7989,1,12,9,1,4,9,2018,14
7990,1,12,9,1,4,9,2018,15
7991,1,1,9,1,4,9,2018,15
7992,1,17,9,1,4,9,2018,15
7993,1,24,9,1,4,9,2018,15
7994,0,39,3,1,4,9,2018,15
7995,1,7,9,1,4,9,2018,16
7996,1,84,9,1,4,9,2018,16
7997,0,48,9,1,4,9,2018,16
7998,1,27,9,1,4,9,2018,16
